test_case,test_ast
"CSVRecord_2_5Test.testGetByIndex_ValidIndices","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_ValidIndices&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_5Test.testGetByIndex_IndexOutOfBounds_Negative","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_IndexOutOfBounds_Negative&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_5Test.testGetByIndex_IndexOutOfBounds_TooLarge","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_IndexOutOfBounds_TooLarge&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_5Test.testGetPrivateMethodUsingReflection","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetPrivateMethodUsingReflection&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_get_/&gt;&lt;NAME-id_2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Object/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_4/&gt;&lt;VALUE-1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_5Test.testGetWithEmptyValuesArray","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetWithEmptyValuesArray&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;TYPE-Object/&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;VALUE-null/&gt;&lt;VALUE-0L/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_3_2Test.testGet_withMappingAndExistingName_returnsValue","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGet_withMappingAndExistingName_returnsValue&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_value1_/&gt;&lt;VALUE-_value2_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_key1_/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_key2_/&gt;&lt;VALUE-1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;TYPE-CSVRecord/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_4/&gt;&lt;CALL&gt;&lt;METHOD-get/&gt;&lt;PARAMS&gt;&lt;VALUE-_key1_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;ASSIGNMENT-=&gt;&lt;NAME-id_4/&gt;&lt;CALL&gt;&lt;METHOD-get/&gt;&lt;PARAMS&gt;&lt;VALUE-_key2_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT-=&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_3_2Test.testGet_withMappingAndNonExistingName_returnsNull","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGet_withMappingAndNonExistingName_returnsNull&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_value1_/&gt;&lt;VALUE-_value2_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_key1_/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;TYPE-CSVRecord/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_4/&gt;&lt;CALL&gt;&lt;METHOD-get/&gt;&lt;PARAMS&gt;&lt;VALUE-_nonExistingKey_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_3_2Test.testGet_withNullMapping_throwsIllegalStateException","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGet_withNullMapping_throwsIllegalStateException&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_value1_/&gt;&lt;VALUE-_value2_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-CSVRecord/&gt;&lt;NAME-id_1/&gt;&lt;VALUE-null/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-IllegalStateException/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_3_2Test.testGet_usingReflection_onPublicMethod","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGet_usingReflection_onPublicMethod&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_val0_/&gt;&lt;VALUE-_val1_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-singletonMap/&gt;&lt;PARAMS&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;TYPE-CSVRecord/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_4/&gt;&lt;CALL&gt;&lt;METHOD-getMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_get_/&gt;&lt;TYPE-String/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Object/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_3/&gt;&lt;VALUE-_a_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;ASSIGNMENT-=&gt;&lt;NAME-id_5/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_3/&gt;&lt;VALUE-_b_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT-=&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_7_4Test.testIterator","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIterator&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Iterator/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-iterator/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_3/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-0/&gt;&lt;/ASSIGNMENT&gt;&lt;WHILE&gt;&lt;EXPR&gt;&lt;CALL&gt;&lt;METHOD-hasNext/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/EXPR&gt;&lt;BODY&gt;&lt;ASSIGNMENT-=&gt;&lt;NAME-id_2/&gt;&lt;CALL&gt;&lt;METHOD-next/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT-=&gt;&lt;/BODY&gt;&lt;/WHILE&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_7_4Test.testIteratorEmptyValues","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIteratorEmptyValues&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_3/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_4/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_5/&gt;&lt;NAME-id_6/&gt;&lt;NAME-id_7/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Iterator/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_8/&gt;&lt;CALL&gt;&lt;METHOD-iterator/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_7_4Test.testIteratorWithNullValuesField","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIteratorWithNullValuesField&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;NAME-id_4/&gt;&lt;NAME-id_5/&gt;&lt;NAME-id_6/&gt;&lt;NAME-id_7/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_8/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_values_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_9/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_modifiers_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-setInt/&gt;&lt;PARAMS&gt;&lt;NAME-id_8/&gt;&lt;CALL&gt;&lt;METHOD-getModifiers/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_10/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_3/&gt;&lt;VALUE-null/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_11_3Test.testSize","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testSize&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_values_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_modifiers_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-setInt/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getModifiers/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_3/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_4/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_x_/&gt;&lt;VALUE-_y_/&gt;&lt;VALUE-_z_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_4/&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_4/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_onlyOne_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_4Test.testGetByIndex_ValidIndexes","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_ValidIndexes&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_4Test.testGetByIndex_IndexOutOfBounds_Negative","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_IndexOutOfBounds_Negative&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_4Test.testGetByIndex_IndexOutOfBounds_TooLarge","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_IndexOutOfBounds_TooLarge&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_4Test.testGetByIndex_UsingReflection","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_UsingReflection&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_get_/&gt;&lt;NAME-id_2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_4Test.testGetByIndex_Reflection_IndexOutOfBounds","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_Reflection_IndexOutOfBounds&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_get_/&gt;&lt;NAME-id_2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-InvocationTargetException/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-InvocationTargetException/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_4/&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_4Test.testGetByIndex_EmptyValuesArray","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_EmptyValuesArray&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-CSVRecord/&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;VALUE-null/&gt;&lt;VALUE-0L/&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_5_2Test.testIsMapped_mappingNotNullAndContainsKeyTrue","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsMapped_mappingNotNullAndContainsKeyTrue&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;CALL&gt;&lt;METHOD-when/&gt;&lt;PARAMS&gt;&lt;CALL&gt;&lt;METHOD-containsKey/&gt;&lt;PARAMS&gt;&lt;VALUE-_key_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-verify/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_5_2Test.testIsMapped_mappingNotNullAndContainsKeyFalse","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsMapped_mappingNotNullAndContainsKeyFalse&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;CALL&gt;&lt;METHOD-when/&gt;&lt;PARAMS&gt;&lt;CALL&gt;&lt;METHOD-containsKey/&gt;&lt;PARAMS&gt;&lt;VALUE-_key_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-verify/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_5_2Test.testIsMapped_mappingNull","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsMapped_mappingNull&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_5_2Test.testIsMapped_reflectionInvocation","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsMapped_reflectionInvocation&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_isMapped_/&gt;&lt;TYPE-String/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-when/&gt;&lt;PARAMS&gt;&lt;CALL&gt;&lt;METHOD-containsKey/&gt;&lt;PARAMS&gt;&lt;VALUE-_key_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_2/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;NAME-id_2/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_4/&gt;&lt;VALUE-_key_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;ASSIGNMENT-=&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_2/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_5/&gt;&lt;VALUE-_key_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT-=&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
